student_id,class_id,attendance_rate,participation_rate,correctness_rate,semantic_score,engagement_score,consistency_score,response_time,recent_activity_count,xp,level,badges_count,streak,weak_concepts_count,risk_label
stu_07400,class_012,86.56,91.92,78.09,96.49,88.59,75.4,14.23,14.0,2047.0,9.0,5.0,23.0,0.0,low
stu_07401,class_010,43.95,14.82,42.64,57.31,31.96,33.06,40.27,2.0,166.0,1.0,0.0,3.0,5.0,high
stu_07402,class_004,71.69,59.92,68.29,76.01,70.96,53.86,44.09,10.0,1204.0,5.0,1.0,18.0,2.0,medium
stu_07403,class_028,42.51,45.41,40.0,36.94,47.49,64.17,84.51,1.0,965.0,4.0,1.0,0.0,3.0,high
stu_07404,class_010,58.56,56.78,22.32,26.55,49.98,60.8,79.66,3.0,1181.0,5.0,1.0,2.0,4.0,high
stu_07405,class_004,82.5,50.98,80.22,90.52,67.54,80.96,39.18,4.0,,4.0,3.0,2.0,3.0,medium
stu_07406,class_004,91.04,86.15,87.38,90.39,89.9,90.06,18.14,17.0,0.0,9.0,5.0,19.0,0.0,low
stu_07407,class_014,92.28,100.0,81.32,71.37,77.74,13.42,29.78,0.0,2040.0,9.0,5.0,0.0,0.0,low
stu_07408,class_038,19.35,15.58,40.07,30.61,27.36,21.95,178.47,5.0,605.0,3.0,0.0,4.0,5.0,high
stu_07409,class_017,96.03,92.02,86.14,97.1,82.93,23.8,15.81,0.0,1985.0,8.0,5.0,0.0,0.0,low
stu_07410,class_024,88.68,74.86,44.2,49.78,74.36,95.77,30.17,17.0,1829.0,8.0,5.0,28.0,5.0,low
stu_07411,class_011,24.17,84.73,73.62,72.16,53.28,27.25,28.9,8.0,1673.0,7.0,2.0,16.0,0.0,medium
stu_07412,class_013,83.61,90.13,91.24,93.31,85.8,84.06,16.29,0.0,1839.0,8.0,5.0,3.0,1.0,low
stu_07413,class_015,87.07,81.68,94.7,98.02,92.34,87.39,19.73,10.0,1852.0,8.0,4.0,13.0,1.0,low
stu_07414,class_003,98.53,75.7,69.54,71.95,84.63,85.72,19.83,5.0,1599.0,7.0,4.0,6.0,0.0,low
stu_07415,class_011,70.23,59.19,54.93,52.39,59.76,51.85,44.64,3.0,1179.0,5.0,1.0,5.0,2.0,medium
stu_07416,class_005,50.23,78.49,62.76,60.41,62.42,88.46,44.11,1.0,1389.0,6.0,3.0,1.0,,medium
stu_07417,class_025,47.68,24.14,41.2,41.21,39.16,25.34,65.85,,476.0,2.0,1.0,0.0,4.0,high
stu_07418,class_037,0.22,24.25,57.68,71.91,26.7,33.81,92.93,2.0,666.0,3.0,2.0,2.0,5.0,high
stu_07419,class_036,89.0,55.63,66.24,59.12,62.79,63.09,44.86,1.0,1060.0,5.0,2.0,3.0,2.0,medium
stu_07420,class_030,55.64,50.69,35.75,33.43,45.75,36.04,28.92,3.0,1008.0,5.0,2.0,3.0,2.0,medium
stu_07421,class_032,72.03,90.03,71.73,80.1,72.65,78.21,24.16,10.0,1840.0,8.0,2.0,15.0,0.0,low
stu_07422,class_005,90.4,100.0,68.99,68.24,85.62,81.03,14.18,12.0,2303.0,,5.0,10.0,0.0,low
stu_07423,class_034,67.24,74.58,79.11,77.75,71.84,33.47,42.13,10.0,1719.0,7.0,2.0,12.0,2.0,medium
stu_07424,class_013,33.57,62.91,71.73,78.67,61.09,81.35,52.08,16.0,1702.0,7.0,4.0,15.0,2.0,low
stu_07425,class_006,47.75,47.91,61.32,60.05,52.32,65.21,43.44,4.0,922.0,4.0,2.0,1.0,2.0,medium
stu_07426,class_008,100.0,33.54,75.32,88.67,72.41,82.8,27.0,3.0,598.0,3.0,0.0,,0.0,medium
stu_07427,class_027,59.56,64.57,70.05,68.76,63.04,55.43,19.69,8.0,1446.0,6.0,2.0,6.0,1.0,medium
stu_07428,class_035,72.01,87.29,88.27,70.62,84.6,88.68,20.97,11.0,1768.0,8.0,3.0,15.0,0.0,low
stu_07429,class_024,81.66,70.92,76.25,88.31,75.85,69.08,54.17,15.0,1813.0,8.0,,22.0,0.0,low
stu_07430,class_037,42.46,21.25,64.21,53.09,40.05,42.93,71.88,5.0,574.0,3.0,0.0,3.0,6.0,high
stu_07431,class_036,89.49,77.12,84.09,94.75,76.53,32.65,17.91,0.0,1691.0,7.0,4.0,0.0,0.0,low
stu_07432,class_018,63.54,42.05,54.73,59.47,55.14,56.81,54.89,8.0,865.0,4.0,2.0,0.0,2.0,medium
stu_07433,class_019,89.0,52.26,57.96,61.98,66.17,88.99,35.45,1.0,1038.0,5.0,2.0,0.0,3.0,medium
stu_07434,class_009,86.73,77.04,87.01,80.88,77.5,44.5,22.23,17.0,2049.0,9.0,5.0,28.0,0.0,low
stu_07435,class_021,4.81,39.2,35.8,33.36,26.8,51.87,45.87,1.0,714.0,3.0,1.0,1.0,5.0,high
stu_07436,class_023,74.69,95.54,87.07,93.4,80.22,69.61,24.17,13.0,1919.0,8.0,3.0,21.0,1.0,low
stu_07437,class_030,47.08,42.35,41.36,25.9,49.58,50.94,32.27,3.0,729.0,3.0,2.0,2.0,6.0,high
stu_07438,class_040,86.69,71.08,82.88,84.31,81.68,76.71,28.97,16.0,1676.0,7.0,4.0,23.0,0.0,low
stu_07439,class_031,80.58,81.32,50.57,52.05,74.54,72.45,68.13,8.0,1828.0,8.0,4.0,6.0,3.0,medium
stu_07440,class_020,94.0,88.44,56.98,70.0,76.86,57.06,51.68,6.0,1031.0,5.0,1.0,5.0,7.0,medium
stu_07441,class_017,62.97,72.69,74.51,78.03,66.97,50.62,22.65,2.0,1537.0,7.0,2.0,1.0,3.0,medium
stu_07442,class_027,90.1,56.61,38.04,41.37,73.04,85.26,28.53,17.0,1953.0,8.0,4.0,26.0,6.0,low
stu_07443,class_016,20.2,61.41,63.83,87.83,42.16,8.46,,3.0,611.0,3.0,0.0,3.0,1.0,high
stu_07444,class_025,19.33,21.13,29.65,32.65,26.42,39.68,35.43,4.0,447.0,2.0,0.0,5.0,1.0,high
stu_07445,class_004,96.64,83.51,85.7,83.52,88.77,72.72,14.64,13.0,2003.0,9.0,5.0,22.0,1.0,low
stu_07446,class_014,95.25,83.54,92.53,100.0,91.88,88.0,28.77,14.0,1840.0,8.0,4.0,16.0,0.0,low
stu_07447,class_004,83.51,62.89,94.41,100.0,76.51,65.07,15.53,13.0,1529.0,7.0,5.0,10.0,1.0,low
stu_07448,class_040,60.53,46.66,93.13,96.55,69.97,73.53,54.73,9.0,915.0,4.0,2.0,13.0,1.0,medium
stu_07449,class_006,49.04,41.21,35.8,27.26,40.26,26.83,39.91,1.0,629.0,3.0,1.0,0.0,6.0,high
stu_07450,class_007,74.45,90.34,77.12,79.7,81.32,66.41,29.81,9.0,1782.0,8.0,2.0,17.0,0.0,low
stu_07451,class_039,78.14,25.3,52.77,53.45,52.49,43.39,38.51,7.0,741.0,3.0,2.0,12.0,4.0,medium
stu_07452,class_025,29.3,33.23,83.26,72.07,48.63,86.16,50.26,9.0,1107.0,5.0,2.0,10.0,0.0,medium
stu_07453,class_021,87.59,87.42,97.45,92.84,79.7,14.38,11.86,0.0,2052.0,9.0,6.0,0.0,0.0,low
stu_07454,class_024,82.47,46.3,40.87,44.41,62.55,56.13,71.5,5.0,1077.0,5.0,2.0,7.0,4.0,medium
stu_07455,class_010,84.79,86.96,90.09,73.19,87.04,77.94,14.16,15.0,2049.0,9.0,5.0,23.0,0.0,low
stu_07456,class_001,65.09,65.22,49.17,63.21,61.5,67.29,74.21,5.0,1276.0,6.0,1.0,7.0,2.0,medium
stu_07457,class_015,56.42,56.1,73.8,66.91,61.33,53.03,42.32,3.0,1104.0,5.0,1.0,1.0,3.0,medium
stu_07458,class_027,35.8,55.78,14.65,13.74,31.48,23.39,45.77,4.0,1055.0,5.0,1.0,6.0,1.0,high
stu_07459,class_036,96.02,72.85,83.12,88.41,80.28,93.19,55.41,5.0,1517.0,7.0,5.0,5.0,0.0,low
stu_07460,class_001,70.51,83.98,59.07,60.75,71.76,82.24,28.01,7.0,1761.0,8.0,2.0,4.0,1.0,medium
stu_07461,class_009,30.77,40.96,75.7,77.8,54.56,88.56,16.16,10.0,1444.0,6.0,3.0,12.0,1.0,low
stu_07462,class_020,82.08,98.58,78.06,87.61,81.39,66.48,14.4,8.0,2065.0,9.0,4.0,4.0,0.0,low
stu_07463,class_033,96.3,81.01,66.94,73.69,81.72,84.09,30.84,9.0,1626.0,7.0,3.0,11.0,1.0,low
stu_07464,class_040,47.26,29.01,34.89,29.17,36.23,17.92,190.33,0.0,649.0,3.0,0.0,3.0,5.0,high
stu_07465,class_019,100.0,85.63,78.0,80.84,90.31,91.47,20.74,8.0,1747.0,7.0,4.0,7.0,1.0,low
stu_07466,class_036,80.51,77.57,79.64,73.42,80.2,81.54,20.02,11.0,1849.0,8.0,3.0,18.0,1.0,low
stu_07467,class_036,71.7,99.8,97.85,90.8,81.61,100.0,27.13,8.0,2000.0,9.0,5.0,11.0,1.0,low
stu_07468,class_015,92.75,72.21,82.32,94.44,90.3,93.67,21.7,18.0,1644.0,7.0,4.0,28.0,0.0,low
stu_07469,class_013,93.32,79.96,83.06,70.76,84.92,68.51,24.48,9.0,1789.0,8.0,4.0,16.0,0.0,low
stu_07470,class_029,,97.74,77.65,69.3,92.84,85.37,26.95,14.0,2305.0,10.0,5.0,12.0,0.0,low
stu_07471,class_016,39.28,64.54,62.71,47.68,51.96,43.89,11.29,8.0,1201.0,5.0,2.0,18.0,3.0,medium
stu_07472,class_012,34.44,30.82,80.83,91.98,49.4,65.47,20.08,17.0,2065.0,9.0,4.0,25.0,1.0,low
stu_07473,class_009,88.2,84.83,81.52,70.74,79.44,58.77,,16.0,1923.0,8.0,4.0,17.0,0.0,low
stu_07474,class_012,54.81,55.74,47.57,41.54,51.74,32.22,25.07,6.0,1151.0,5.0,2.0,6.0,3.0,medium
stu_07475,class_040,53.65,23.26,30.66,44.43,36.74,31.74,157.51,2.0,624.0,3.0,0.0,5.0,3.0,high
stu_07476,class_029,81.28,51.68,36.39,39.01,60.53,80.85,24.12,10.0,1120.0,5.0,3.0,15.0,0.0,medium
stu_07477,class_030,38.86,69.07,26.3,43.5,47.23,54.04,37.17,3.0,1235.0,5.0,2.0,3.0,2.0,medium
stu_07478,class_033,94.12,77.56,83.77,76.48,83.8,85.52,39.55,16.0,1877.0,8.0,4.0,21.0,0.0,low
stu_07479,class_020,100.0,83.32,83.25,87.78,93.69,83.05,33.23,15.0,2031.0,9.0,6.0,23.0,0.0,low
stu_07480,class_019,83.81,90.15,77.22,76.69,86.39,93.39,25.54,6.0,1919.0,8.0,4.0,10.0,0.0,low
stu_07481,class_019,81.58,74.93,54.47,56.08,71.23,73.28,37.13,5.0,1435.0,6.0,4.0,5.0,2.0,medium
stu_07482,class_029,88.63,71.36,79.72,88.67,82.94,67.2,21.54,12.0,1567.0,7.0,3.0,13.0,0.0,low
stu_07483,class_009,,67.56,57.6,51.61,55.83,49.96,69.37,1.0,1218.0,5.0,1.0,4.0,1.0,medium
stu_07484,class_010,71.41,50.66,61.28,60.5,56.38,,48.04,2.0,992.0,4.0,1.0,3.0,2.0,medium
stu_07485,class_022,38.41,27.34,79.55,86.84,46.05,47.94,21.39,3.0,1473.0,6.0,2.0,5.0,1.0,medium
stu_07486,class_007,31.65,83.51,53.37,44.65,54.69,67.76,41.26,5.0,1828.0,8.0,2.0,11.0,3.0,medium
stu_07487,class_023,17.25,11.45,5.74,1.05,11.87,25.7,61.18,5.0,518.0,3.0,0.0,3.0,3.0,high
stu_07488,class_010,36.49,12.02,19.5,13.61,21.18,29.69,38.31,0.0,0.0,1.0,1.0,0.0,6.0,high
stu_07489,class_023,9.63,38.77,38.32,37.04,28.43,45.83,,4.0,811.0,4.0,2.0,8.0,1.0,high
stu_07490,class_020,93.62,63.14,35.44,19.2,60.61,49.19,68.35,5.0,1048.0,,2.0,6.0,0.0,medium
stu_07491,class_032,94.56,68.09,89.71,92.77,84.92,86.19,44.94,9.0,1584.0,7.0,5.0,12.0,0.0,low
stu_07492,class_013,28.86,30.9,40.7,42.42,30.13,37.01,94.52,2.0,707.0,3.0,1.0,1.0,7.0,high
stu_07493,class_008,95.2,,79.57,78.4,83.54,65.0,36.89,0.0,1911.0,8.0,3.0,0.0,0.0,low
stu_07494,class_012,88.91,100.0,93.53,100.0,94.19,61.85,35.84,17.0,2280.0,10.0,5.0,18.0,0.0,low
stu_07495,class_021,87.77,81.5,88.33,78.15,87.34,77.82,20.99,14.0,1906.0,8.0,4.0,11.0,1.0,low
stu_07496,class_021,98.67,89.77,81.47,74.81,87.83,78.45,32.95,7.0,1803.0,8.0,4.0,7.0,0.0,low
stu_07497,class_003,54.06,55.26,60.36,56.05,53.11,49.73,34.49,1.0,1025.0,5.0,1.0,0.0,2.0,medium
stu_07498,class_028,89.93,85.62,91.35,85.91,83.56,71.22,20.51,9.0,1668.0,7.0,4.0,12.0,0.0,low
stu_07499,class_029,28.98,26.98,6.86,0.0,24.16,56.31,107.81,4.0,449.0,2.0,1.0,3.0,5.0,high
stu_07500,class_038,90.32,93.47,70.71,67.76,87.95,81.8,10.56,12.0,2070.0,9.0,5.0,21.0,1.0,low
stu_07501,class_040,13.41,41.41,31.75,43.04,28.49,19.01,133.9,5.0,762.0,4.0,1.0,9.0,2.0,high
stu_07502,class_030,26.94,46.93,0.0,0.0,24.44,9.53,79.94,2.0,681.0,3.0,2.0,1.0,5.0,high
stu_07503,class_010,62.19,87.99,68.26,66.06,75.51,59.96,34.61,9.0,1761.0,8.0,2.0,14.0,1.0,medium
stu_07504,class_032,33.2,25.23,0.0,0.0,24.49,36.58,71.73,2.0,684.0,3.0,1.0,1.0,2.0,high
stu_07505,class_025,68.66,73.88,41.38,31.74,67.96,70.37,25.39,9.0,1584.0,7.0,2.0,10.0,0.0,medium
stu_07506,class_010,55.09,41.16,40.88,37.1,43.14,34.53,21.65,9.0,876.0,4.0,2.0,7.0,1.0,medium
stu_07507,class_012,61.25,52.27,62.72,57.82,56.67,60.13,24.05,2.0,685.0,3.0,2.0,3.0,1.0,medium
stu_07508,class_009,85.54,73.03,89.24,81.85,85.09,94.24,22.43,11.0,1407.0,6.0,4.0,20.0,0.0,low
stu_07509,class_024,24.6,39.76,76.88,86.84,36.27,34.71,27.85,1.0,600.0,3.0,0.0,1.0,2.0,high
stu_07510,class_036,23.54,40.68,51.24,55.29,35.68,37.88,79.8,1.0,802.0,4.0,1.0,1.0,1.0,high
stu_07511,class_028,42.55,77.36,86.67,83.37,63.93,40.45,31.83,9.0,1475.0,6.0,4.0,17.0,3.0,medium
stu_07512,class_032,33.17,44.27,37.86,40.16,33.63,29.74,30.97,1.0,964.0,4.0,1.0,0.0,5.0,high
stu_07513,class_004,85.53,77.01,80.6,89.56,76.17,65.0,11.33,0.0,0.0,7.0,4.0,0.0,0.0,low
stu_07514,class_021,37.58,45.35,15.08,6.94,27.2,0.0,92.94,3.0,855.0,4.0,1.0,0.0,3.0,high
stu_07515,class_015,76.13,89.47,62.04,66.14,74.8,65.68,21.81,16.0,2203.0,9.0,4.0,14.0,0.0,low
stu_07516,class_030,61.34,87.62,65.76,62.07,71.24,72.71,14.5,18.0,2233.0,9.0,3.0,21.0,0.0,low
stu_07517,class_040,86.26,87.26,98.7,97.78,89.86,71.55,24.44,12.0,1873.0,8.0,4.0,13.0,0.0,low
stu_07518,class_019,82.49,63.56,79.32,71.13,66.14,61.74,28.77,1.0,1067.0,5.0,2.0,1.0,0.0,medium
stu_07519,class_023,60.34,30.4,33.81,23.41,37.92,21.79,33.64,3.0,756.0,4.0,1.0,2.0,6.0,high
stu_07520,class_009,52.89,55.26,91.26,98.92,58.37,37.73,41.04,6.0,886.0,4.0,3.0,5.0,1.0,medium
stu_07521,class_007,75.17,95.1,82.55,82.3,75.25,78.88,25.21,5.0,1738.0,7.0,3.0,6.0,2.0,low
stu_07522,class_038,95.08,88.63,80.82,78.1,89.11,88.84,15.69,16.0,2127.0,9.0,5.0,23.0,0.0,low
stu_07523,class_002,90.38,77.87,83.74,88.47,84.38,87.87,16.56,6.0,1565.0,7.0,4.0,10.0,0.0,low
stu_07524,class_040,71.95,52.59,28.65,30.24,49.33,14.42,41.65,5.0,919.0,4.0,2.0,8.0,5.0,high
stu_07525,class_028,12.4,70.77,26.49,22.45,33.17,33.57,59.19,3.0,1382.0,6.0,3.0,1.0,4.0,high
stu_07526,class_012,100.0,62.62,75.08,,82.8,80.08,44.38,10.0,1447.0,6.0,4.0,19.0,0.0,low
stu_07527,class_011,62.25,56.44,46.97,51.33,59.21,59.26,24.04,4.0,1255.0,6.0,2.0,2.0,0.0,medium
stu_07528,class_003,90.23,78.31,64.55,66.7,78.44,78.13,28.44,13.0,1766.0,8.0,4.0,23.0,0.0,low
stu_07529,class_023,35.44,22.75,50.78,65.94,36.84,0.0,28.57,1.0,511.0,3.0,0.0,0.0,2.0,high
stu_07530,class_031,57.09,94.07,60.48,66.76,68.18,36.54,19.06,9.0,1801.0,8.0,2.0,17.0,0.0,medium
stu_07531,class_023,38.92,25.73,92.96,65.82,45.33,26.11,126.67,2.0,709.0,3.0,1.0,0.0,2.0,high
stu_07532,class_016,50.41,40.48,61.84,64.6,55.11,65.11,13.9,6.0,971.0,4.0,1.0,7.0,0.0,medium
stu_07533,class_027,54.71,52.5,54.24,46.42,50.32,55.16,35.58,2.0,1057.0,5.0,1.0,0.0,3.0,medium
stu_07534,class_007,29.91,22.7,31.26,18.89,26.42,12.79,110.8,5.0,625.0,3.0,0.0,11.0,1.0,high
stu_07535,class_006,95.47,94.61,77.94,73.2,93.52,86.81,22.56,10.0,1961.0,8.0,5.0,7.0,1.0,low
stu_07536,class_008,84.16,30.82,67.44,63.84,62.69,56.42,17.33,2.0,537.0,3.0,2.0,0.0,4.0,medium
stu_07537,class_009,74.33,100.0,95.45,100.0,80.89,62.85,27.58,0.0,2023.0,9.0,4.0,0.0,1.0,low
stu_07538,class_027,80.49,77.59,98.54,100.0,77.19,42.96,18.23,0.0,1734.0,7.0,5.0,0.0,0.0,low
stu_07539,class_006,92.92,83.61,81.5,81.59,89.65,100.0,14.85,9.0,1842.0,8.0,4.0,5.0,0.0,low
stu_07540,class_026,86.07,100.0,81.08,83.24,91.33,85.58,16.79,0.0,2010.0,9.0,5.0,12.0,0.0,low
stu_07541,class_007,38.17,42.06,42.97,32.16,38.99,35.39,,1.0,644.0,3.0,1.0,0.0,3.0,high
stu_07542,class_002,57.33,54.2,53.38,54.33,57.69,61.86,63.57,10.0,1199.0,5.0,2.0,18.0,,medium
stu_07543,class_013,43.03,23.64,40.5,47.36,33.53,34.05,,0.0,405.0,2.0,0.0,0.0,3.0,high
stu_07544,class_023,32.23,23.6,22.01,27.66,27.96,33.01,68.09,,515.0,3.0,0.0,3.0,4.0,high
stu_07545,class_006,44.51,39.66,89.8,84.37,61.83,99.93,46.56,1.0,631.0,3.0,1.0,0.0,1.0,medium
stu_07546,class_027,82.99,92.54,76.49,73.73,76.31,19.47,18.76,0.0,1977.0,8.0,5.0,0.0,0.0,low
stu_07547,class_036,46.95,62.33,79.58,69.49,62.44,87.67,28.78,5.0,1291.0,6.0,1.0,4.0,1.0,medium
stu_07548,class_005,46.7,58.22,70.82,71.74,54.28,42.84,14.79,4.0,1288.0,6.0,1.0,4.0,0.0,medium
stu_07549,class_040,85.84,87.3,85.02,84.96,82.23,73.13,28.11,5.0,1866.0,8.0,4.0,7.0,0.0,low
stu_07550,class_035,92.77,88.55,88.99,84.84,86.36,59.98,16.9,8.0,1628.0,7.0,4.0,8.0,1.0,low
stu_07551,class_031,54.43,71.53,73.98,54.48,57.9,25.48,44.98,0.0,1631.0,7.0,2.0,0.0,3.0,medium
stu_07552,class_004,46.86,29.97,45.37,43.71,44.43,65.63,89.89,8.0,699.0,3.0,2.0,13.0,1.0,medium
stu_07553,class_026,47.74,31.34,66.1,72.91,49.47,70.78,58.8,3.0,828.0,4.0,1.0,5.0,0.0,medium
stu_07554,class_036,100.0,82.95,85.12,86.24,88.02,89.29,24.24,14.0,1736.0,7.0,5.0,21.0,1.0,low
stu_07555,class_024,100.0,74.45,96.01,98.13,90.77,95.32,21.94,17.0,1894.0,8.0,4.0,17.0,0.0,low
stu_07556,class_019,92.9,85.11,85.06,73.26,91.35,93.21,15.87,6.0,1644.0,7.0,4.0,8.0,0.0,low
stu_07557,class_002,71.52,93.87,84.99,85.89,77.49,77.32,26.64,16.0,2375.0,10.0,4.0,22.0,0.0,low
stu_07558,class_030,85.56,81.1,70.4,73.51,82.09,68.69,31.62,8.0,1728.0,7.0,3.0,12.0,0.0,low
stu_07559,class_002,50.98,71.71,63.5,66.78,61.05,38.27,21.46,5.0,1310.0,6.0,3.0,1.0,2.0,medium
stu_07560,class_004,82.92,67.13,81.7,84.24,79.57,85.33,21.03,7.0,1525.0,7.0,5.0,10.0,0.0,low
stu_07561,class_009,46.42,11.12,33.81,40.02,31.68,30.56,64.99,0.0,106.0,1.0,1.0,2.0,2.0,high
stu_07562,class_029,18.2,,84.13,83.44,45.25,65.72,15.87,13.0,1720.0,7.0,5.0,21.0,2.0,low
stu_07563,class_037,85.36,57.65,83.49,85.91,74.87,84.24,37.6,16.0,1329.0,6.0,5.0,19.0,1.0,low
stu_07564,class_039,77.34,79.42,72.11,67.43,69.83,61.67,29.86,13.0,1678.0,7.0,2.0,11.0,1.0,low
stu_07565,class_001,31.82,20.48,51.26,38.32,31.24,24.97,,0.0,487.0,2.0,1.0,1.0,6.0,high
stu_07566,class_023,66.49,55.42,35.12,24.91,55.43,47.55,28.09,3.0,1201.0,5.0,1.0,0.0,2.0,medium
stu_07567,class_024,49.76,30.6,26.75,19.65,43.41,46.33,26.07,4.0,589.0,3.0,0.0,4.0,6.0,high
stu_07568,class_023,58.62,48.94,0.0,0.0,38.49,30.06,71.48,0.0,1009.0,5.0,1.0,0.0,6.0,high
stu_07569,class_001,38.69,54.87,67.1,62.73,54.6,34.88,10.83,10.0,1517.0,7.0,2.0,14.0,0.0,medium
stu_07570,class_005,100.0,55.94,93.85,100.0,75.06,30.51,21.94,0.0,1473.0,6.0,4.0,0.0,2.0,low
stu_07571,class_019,42.96,81.25,,52.62,57.4,63.36,81.74,1.0,5829.0,23.0,7.0,9.0,5.0,medium
stu_07572,class_016,86.04,83.68,89.44,87.88,86.03,86.34,18.65,10.0,1672.0,7.0,4.0,12.0,0.0,low
stu_07573,class_016,36.5,67.13,50.22,50.17,47.83,25.66,19.07,7.0,1150.0,5.0,1.0,5.0,1.0,medium
stu_07574,class_014,31.16,39.96,21.42,15.14,34.51,66.87,166.73,4.0,734.0,3.0,1.0,6.0,2.0,high
stu_07575,class_010,35.64,26.55,22.21,27.83,30.29,32.96,83.36,3.0,398.0,2.0,1.0,2.0,2.0,high
stu_07576,class_019,78.17,76.67,85.57,87.13,70.39,33.81,10.36,0.0,1765.0,8.0,4.0,0.0,0.0,low
stu_07577,class_024,35.17,58.03,14.52,22.07,34.53,30.06,71.5,4.0,1343.0,6.0,2.0,8.0,1.0,high
stu_07578,class_021,29.91,49.96,62.99,57.1,43.01,41.0,49.61,5.0,1009.0,5.0,2.0,9.0,2.0,high
stu_07579,class_028,100.0,68.99,96.37,98.96,87.14,69.08,17.44,18.0,1552.0,7.0,5.0,10.0,0.0,low
stu_07580,class_035,82.72,89.92,88.75,87.94,84.59,83.79,16.3,17.0,2130.0,9.0,5.0,20.0,0.0,low
stu_07581,class_029,100.0,94.55,85.48,84.37,93.76,81.6,22.29,18.0,1998.0,8.0,5.0,15.0,1.0,low
stu_07582,class_007,88.35,87.25,72.31,69.86,87.42,77.74,27.35,10.0,2018.0,9.0,5.0,17.0,0.0,low
stu_07583,class_028,49.39,40.71,80.35,74.94,53.18,37.26,26.78,10.0,842.0,4.0,0.0,17.0,2.0,medium
stu_07584,class_016,41.3,54.16,62.06,74.89,51.45,50.07,68.77,2.0,1095.0,5.0,2.0,1.0,1.0,medium
stu_07585,class_008,91.06,55.43,40.64,44.81,69.4,,17.39,15.0,2154.0,9.0,4.0,28.0,0.0,low
stu_07586,class_035,91.35,77.2,74.75,76.68,80.72,74.29,25.19,6.0,1552.0,7.0,4.0,4.0,0.0,low
stu_07587,class_034,78.58,77.1,23.61,8.78,58.86,45.26,23.87,3.0,1190.0,5.0,2.0,6.0,7.0,medium
stu_07588,class_002,2.75,26.06,41.19,37.67,23.25,15.99,154.19,3.0,690.0,3.0,1.0,1.0,5.0,high
stu_07589,class_029,61.36,60.48,46.1,35.87,51.04,45.29,46.66,1.0,1182.0,5.0,1.0,0.0,1.0,medium
stu_07590,class_027,81.93,94.26,100.0,100.0,87.78,77.4,29.34,16.0,2105.0,9.0,5.0,19.0,1.0,low
stu_07591,class_033,90.91,83.31,82.62,86.91,74.85,25.61,25.38,0.0,2257.0,10.0,5.0,0.0,0.0,low
stu_07592,class_004,78.46,92.81,96.0,95.21,92.64,100.0,46.01,11.0,1969.0,8.0,4.0,16.0,0.0,low
stu_07593,class_040,35.67,35.23,31.99,43.21,34.33,23.83,145.93,4.0,849.0,4.0,2.0,6.0,5.0,high
stu_07594,class_001,43.34,38.3,75.27,88.3,56.17,,31.2,10.0,961.0,4.0,2.0,16.0,4.0,medium
stu_07595,class_040,21.55,22.34,46.1,56.0,32.61,27.36,64.7,1.0,655.0,3.0,2.0,0.0,1.0,high
stu_07596,class_013,16.35,31.58,20.13,0.0,20.29,13.04,21.98,0.0,580.0,3.0,0.0,1.0,4.0,high
stu_07597,class_017,89.62,89.81,74.63,79.94,86.4,82.43,23.03,18.0,2305.0,10.0,4.0,26.0,1.0,low
stu_07598,class_036,51.63,21.43,70.91,66.68,44.53,35.1,93.13,4.0,659.0,3.0,1.0,3.0,3.0,medium
stu_07599,class_023,81.11,100.0,87.2,81.19,88.94,82.36,18.72,5.0,2175.0,9.0,5.0,6.0,0.0,low
stu_07600,class_019,35.98,33.98,31.38,24.74,32.79,24.27,39.1,0.0,535.0,3.0,0.0,0.0,4.0,high
stu_07601,class_034,60.61,37.48,70.17,85.57,56.38,38.95,50.49,8.0,900.0,4.0,1.0,16.0,1.0,medium
stu_07602,class_039,26.13,33.85,0.0,0.0,23.84,43.2,137.69,4.0,765.0,4.0,2.0,7.0,1.0,high
stu_07603,class_002,91.6,82.28,37.8,39.99,69.05,64.31,35.09,4.0,1283.0,6.0,2.0,5.0,4.0,medium
stu_07604,class_004,43.42,63.31,37.46,35.45,49.88,72.07,61.56,5.0,1329.0,6.0,2.0,6.0,0.0,medium
stu_07605,class_010,86.62,69.62,85.19,80.96,84.84,95.93,18.69,12.0,1632.0,7.0,4.0,12.0,0.0,low
stu_07606,class_014,44.59,44.25,40.93,36.25,41.84,2.72,37.97,4.0,973.0,4.0,1.0,0.0,2.0,high
stu_07607,class_025,81.5,75.8,75.16,66.17,79.68,63.41,13.94,10.0,1728.0,7.0,3.0,14.0,0.0,low
stu_07608,class_034,28.76,25.65,31.8,27.17,31.41,37.55,33.95,0.0,677.0,3.0,1.0,1.0,1.0,high
stu_07609,class_037,84.77,75.2,100.0,95.62,82.59,52.2,17.08,11.0,1661.0,7.0,5.0,14.0,1.0,low
stu_07610,class_027,76.95,85.44,98.52,96.57,80.6,48.01,26.79,0.0,1972.0,8.0,4.0,0.0,,low
stu_07611,class_038,98.02,76.57,88.89,78.69,87.0,91.58,50.25,16.0,1860.0,8.0,4.0,19.0,0.0,low
stu_07612,class_023,80.92,66.9,81.88,77.7,77.0,82.27,38.68,6.0,1595.0,7.0,5.0,5.0,1.0,low
stu_07613,class_032,40.93,33.91,44.09,55.09,34.01,27.62,16.1,0.0,672.0,3.0,1.0,0.0,2.0,high
stu_07614,class_040,98.85,72.6,100.0,96.97,82.87,77.52,20.42,5.0,1533.0,7.0,4.0,7.0,0.0,low
